Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
42,No,Travel_Frequently,Research & Development,28,4,1,551,Female,Healthcare Representative,4,Married,4523,Y,11,3,4,80,7,4,6,0,4
24,Yes,Travel_Rarely,Sales,1,1,1,554,Female,Sales Representative,2,Single,3202,Y,16,3,2,80,6,3,5,1,4
34,Yes,Travel_Frequently,Sales,6,2,1,555,Female,Sales Representative,3,Divorced,2351,Y,16,3,4,80,3,2,2,1,0
38,No,Travel_Frequently,Research & Development,2,2,1,556,Male,Laboratory Technician,4,Married,1702,Y,23,4,3,80,1,3,1,0,0
40,No,Travel_Rarely,Sales,2,4,1,558,Female,Manager,3,Married,18041,Y,14,3,4,80,21,3,20,1,12
26,No,Travel_Rarely,Research & Development,23,3,1,560,Female,Research Scientist,4,Divorced,2886,Y,22,4,2,80,3,1,3,0,2
30,No,Non-Travel,Research & Development,3,3,1,562,Male,Laboratory Technician,4,Married,2097,Y,15,3,3,80,9,1,5,1,4
29,No,Travel_Rarely,Research & Development,3,4,1,564,Male,Research Director,3,Married,11935,Y,18,3,3,80,10,3,10,0,7
29,Yes,Travel_Rarely,Research & Development,25,5,1,565,Female,Research Scientist,2,Married,2546,Y,16,3,2,80,6,4,2,1,1
19,Yes,Travel_Rarely,Human Resources,2,2,1,566,Male,Human Resources,4,Single,2564,Y,12,3,3,80,1,4,1,0,0
30,No,Non-Travel,Sales,22,4,1,567,Female,Sales Executive,1,Married,8412,Y,11,3,3,80,10,3,9,7,8
57,No,Travel_Rarely,Sales,29,3,1,568,Male,Manager,4,Divorced,14118,Y,12,3,3,80,32,2,1,0,0
50,No,Travel_Rarely,Research & Development,29,4,1,569,Male,Manager,3,Married,17046,Y,15,3,2,80,28,3,27,15,7
30,No,Non-Travel,Research & Development,2,3,1,571,Female,Laboratory Technician,4,Single,2564,Y,14,3,3,80,12,2,11,6,7
60,No,Travel_Frequently,Sales,28,3,1,573,Female,Sales Executive,1,Married,10266,Y,19,3,4,80,22,4,18,13,11
47,No,Travel_Rarely,Research & Development,2,2,1,574,Female,Manufacturing Director,4,Divorced,5070,Y,13,3,3,80,20,3,5,0,4
46,No,Travel_Rarely,Research & Development,2,3,1,575,Male,Research Director,3,Married,17861,Y,13,3,3,80,26,1,3,0,1
35,No,Travel_Rarely,Research & Development,22,3,1,577,Male,Laboratory Technician,3,Single,4230,Y,15,3,3,80,6,3,5,4,3
54,No,Travel_Rarely,Research & Development,8,4,1,578,Female,Laboratory Technician,3,Single,3780,Y,11,3,3,80,19,3,1,0,0
34,No,Travel_Rarely,Research & Development,2,4,1,579,Male,Research Scientist,3,Divorced,2768,Y,12,3,3,80,14,3,7,5,7
46,No,Travel_Rarely,Sales,10,3,1,580,Female,Sales Executive,4,Married,9071,Y,19,3,3,80,15,3,3,1,2
31,No,Travel_Rarely,Research & Development,9,1,1,581,Male,Manufacturing Director,2,Divorced,10648,Y,25,4,4,80,13,4,13,0,8
33,Yes,Travel_Rarely,Research & Development,15,1,1,582,Male,Manager,3,Married,13610,Y,12,3,4,80,15,4,7,7,7
33,Yes,Travel_Rarely,Research & Development,10,1,1,584,Male,Laboratory Technician,4,Divorced,3408,Y,13,3,1,80,8,3,4,1,3
30,No,Travel_Rarely,Sales,7,1,1,585,Male,Sales Representative,2,Single,2983,Y,14,3,1,80,4,3,3,1,2
35,No,Travel_Rarely,Research & Development,16,3,1,586,Male,Healthcare Representative,3,Married,7632,Y,12,3,3,80,10,3,8,0,0
31,Yes,Travel_Frequently,Research & Development,20,3,1,587,Male,Healthcare Representative,3,Married,9824,Y,12,3,1,80,12,3,1,0,0
34,Yes,Travel_Frequently,Human Resources,23,3,1,590,Female,Human Resources,1,Divorced,9950,Y,15,3,3,80,11,3,3,0,2
42,No,Travel_Frequently,Research & Development,5,2,1,591,Male,Laboratory Technician,3,Married,2093,Y,17,3,4,80,8,3,2,2,0
36,No,Non-Travel,Sales,10,4,1,592,Male,Sales Executive,4,Single,9980,Y,14,3,4,80,10,2,10,9,7
22,Yes,Travel_Frequently,Research & Development,4,1,1,593,Male,Laboratory Technician,3,Single,3894,Y,16,3,3,80,4,3,2,1,2
48,No,Travel_Rarely,Sales,2,5,1,595,Female,Sales Executive,4,Married,4051,Y,14,3,1,80,14,3,9,6,7
55,No,Travel_Rarely,Sales,18,5,1,597,Female,Manager,2,Single,16835,Y,23,4,4,80,37,3,10,7,7
41,No,Non-Travel,Sales,10,2,1,599,Male,Sales Executive,4,Single,6230,Y,14,3,4,80,16,3,14,1,10
35,No,Travel_Rarely,Sales,1,3,1,600,Male,Sales Executive,3,Married,4717,Y,11,3,3,80,15,3,11,6,9
40,No,Travel_Rarely,Research & Development,6,3,1,601,Female,Manufacturing Director,3,Single,13237,Y,15,3,3,80,22,3,20,5,13
39,No,Travel_Frequently,Research & Development,8,1,1,602,Female,Laboratory Technician,3,Married,3755,Y,11,3,1,80,8,3,8,0,7
31,No,Travel_Rarely,Sales,2,1,1,604,Male,Sales Executive,4,Single,6582,Y,13,3,3,80,10,4,6,0,5
42,No,Travel_Rarely,Research & Development,24,3,1,605,Male,Manufacturing Director,1,Married,7406,Y,21,4,4,80,10,2,10,5,8
45,No,Travel_Rarely,Sales,2,3,1,606,Male,Sales Executive,2,Married,4805,Y,19,3,2,80,9,4,8,3,7
26,Yes,Travel_Frequently,Human Resources,17,4,1,608,Female,Human Resources,3,Divorced,2741,Y,11,3,2,80,8,2,7,1,0
29,No,Travel_Rarely,Research & Development,19,3,1,611,Male,Manufacturing Director,4,Divorced,4262,Y,12,3,2,80,8,4,3,1,2
33,No,Travel_Rarely,Research & Development,1,5,1,612,Female,Research Director,3,Divorced,16184,Y,19,3,3,80,10,3,6,0,5
31,No,Travel_Rarely,Sales,7,3,1,613,Male,Manager,4,Divorced,11557,Y,21,4,3,80,10,2,5,0,1
18,Yes,Travel_Frequently,Sales,5,3,1,614,Male,Sales Representative,2,Single,1878,Y,14,3,4,80,0,3,0,0,0
40,No,Non-Travel,Sales,28,3,1,615,Male,Sales Executive,1,Divorced,10932,Y,15,3,3,80,20,3,1,0,1
41,No,Non-Travel,Research & Development,2,4,1,616,Female,Healthcare Representative,3,Single,6811,Y,17,3,1,80,10,3,8,0,7
26,No,Travel_Rarely,Sales,29,2,1,618,Male,Sales Executive,3,Divorced,4306,Y,12,3,1,80,8,3,0,0,0
35,No,Travel_Rarely,Sales,1,3,1,620,Female,Sales Executive,3,Single,4859,Y,16,3,4,80,5,3,5,0,3
34,No,Travel_Rarely,Sales,21,4,1,621,Male,Sales Executive,4,Single,5337,Y,12,3,4,80,10,3,10,5,7
26,Yes,Travel_Rarely,Research & Development,24,3,1,622,Male,Laboratory Technician,4,Single,2340,Y,18,3,2,80,1,1,1,0,0
37,No,Travel_Rarely,Research & Development,1,3,1,623,Female,Manufacturing Director,4,Single,7491,Y,17,3,4,80,12,4,6,1,2
46,No,Travel_Frequently,Research & Development,18,1,1,624,Female,Healthcare Representative,3,Married,10527,Y,11,3,4,80,28,2,2,1,2
41,No,Travel_Rarely,Sales,2,5,1,625,Female,Manager,1,Married,16595,Y,16,3,2,80,22,3,18,11,8
37,No,Non-Travel,Sales,9,4,1,626,Male,Sales Executive,2,Divorced,8834,Y,13,3,4,80,9,3,9,7,7
52,No,Travel_Rarely,Research & Development,6,2,1,630,Male,Research Scientist,1,Divorced,5577,Y,12,3,2,80,18,3,10,6,9
32,Yes,Non-Travel,Sales,11,4,1,631,Male,Sales Executive,3,Married,4707,Y,12,3,4,80,6,3,4,1,2
24,No,Travel_Frequently,Sales,24,3,1,632,Male,Sales Representative,4,Married,2400,Y,13,3,3,80,3,3,2,2,1
38,No,Travel_Rarely,Research & Development,10,3,1,634,Female,Healthcare Representative,3,Married,9824,Y,19,3,3,80,18,3,1,0,0
37,No,Travel_Rarely,Research & Development,1,4,1,635,Female,Manufacturing Director,2,Married,6447,Y,12,3,2,80,8,2,6,4,3
49,No,Travel_Rarely,Research & Development,18,4,1,638,Male,Research Director,3,Divorced,19502,Y,17,3,3,80,31,3,31,0,9
24,No,Travel_Rarely,Research & Development,23,3,1,639,Male,Research Scientist,4,Married,2725,Y,11,3,2,80,6,3,6,1,4
26,No,Travel_Rarely,Sales,28,2,1,641,Male,Sales Executive,2,Married,6272,Y,20,4,4,80,6,4,5,1,4
24,No,Travel_Rarely,Research & Development,17,2,1,643,Male,Laboratory Technician,2,Married,2127,Y,21,4,4,80,1,3,1,0,0
50,No,Travel_Frequently,Human Resources,3,3,1,644,Male,Manager,2,Married,18200,Y,11,3,3,80,32,3,32,10,7
25,No,Travel_Rarely,Sales,13,1,1,645,Male,Sales Representative,3,Married,2096,Y,11,3,3,80,7,3,7,0,6
24,Yes,Travel_Frequently,Research & Development,7,3,1,647,Female,Laboratory Technician,3,Married,2886,Y,16,3,4,80,6,3,6,1,2
30,Yes,Travel_Frequently,Sales,12,4,1,648,Male,Sales Representative,1,Married,2033,Y,18,3,3,80,1,4,1,0,0
34,No,Travel_Rarely,Research & Development,1,2,1,649,Male,Research Scientist,4,Married,3622,Y,13,3,4,80,6,3,6,1,3
31,Yes,Travel_Rarely,Sales,13,4,1,650,Male,Sales Executive,1,Divorced,4233,Y,17,3,3,80,9,1,3,1,2
35,No,Travel_Rarely,Research & Development,25,2,1,652,Male,Laboratory Technician,4,Single,3681,Y,14,3,4,80,9,3,3,0,2
31,No,Travel_Rarely,Sales,6,4,1,653,Male,Sales Executive,4,Divorced,5460,Y,22,4,4,80,13,4,7,5,7
27,No,Travel_Rarely,Research & Development,6,4,1,655,Female,Research Scientist,3,Divorced,2187,Y,12,3,3,80,6,2,5,0,3
37,No,Travel_Rarely,Sales,2,3,1,656,Male,Sales Executive,3,Married,9602,Y,11,3,3,80,17,2,3,1,0
20,No,Travel_Rarely,Research & Development,1,3,1,657,Female,Research Scientist,2,Single,2836,Y,13,3,4,80,1,4,1,0,0
42,No,Travel_Rarely,Research & Development,2,4,1,659,Female,Healthcare Representative,4,Married,4089,Y,13,3,2,80,10,3,10,2,2
43,No,Travel_Rarely,Research & Development,6,4,1,661,Male,Research Director,4,Divorced,16627,Y,14,3,3,80,21,2,1,0,0
38,No,Travel_Rarely,Research & Development,1,1,1,662,Female,Research Scientist,1,Single,2619,Y,17,3,4,80,8,2,0,0,0
43,No,Travel_Frequently,Research & Development,9,5,1,663,Male,Laboratory Technician,3,Divorced,5679,Y,13,3,2,80,10,3,8,4,7
48,No,Travel_Rarely,Research & Development,1,4,1,664,Female,Manager,1,Married,15402,Y,11,3,1,80,21,1,3,0,2
44,No,Travel_Rarely,Human Resources,1,4,1,665,Female,Human Resources,3,Single,5985,Y,11,3,2,80,10,4,2,0,2
34,No,Travel_Rarely,Sales,14,3,1,666,Female,Sales Representative,3,Divorced,2579,Y,18,3,4,80,8,3,8,0,6
27,Yes,Travel_Rarely,Sales,2,1,1,667,Male,Sales Representative,1,Divorced,3041,Y,11,3,2,80,5,3,4,0,2
21,No,Travel_Rarely,Sales,22,1,1,669,Male,Sales Representative,3,Single,3447,Y,11,3,3,80,3,3,3,1,2
44,No,Travel_Rarely,Research & Development,3,4,1,671,Male,Manager,4,Married,19513,Y,12,3,1,80,26,4,2,0,1
22,No,Travel_Rarely,Research & Development,6,1,1,675,Male,Research Scientist,3,Married,2773,Y,20,4,4,80,3,3,2,2,2
33,No,Travel_Rarely,Sales,8,4,1,677,Male,Sales Executive,3,Divorced,7104,Y,12,3,4,80,6,3,5,1,2
32,No,Travel_Rarely,Research & Development,9,4,1,679,Female,Research Scientist,4,Married,6322,Y,12,3,4,80,6,2,6,0,5
30,No,Travel_Frequently,Research & Development,3,3,1,680,Female,Research Scientist,3,Divorced,2083,Y,20,4,3,80,1,3,1,0,0
53,No,Travel_Rarely,Sales,1,1,1,682,Female,Sales Executive,1,Single,8381,Y,20,4,4,80,18,4,14,8,10
34,No,Travel_Rarely,Research & Development,1,5,1,683,Male,Research Scientist,4,Married,2691,Y,12,3,4,80,10,2,10,8,8
45,Yes,Travel_Frequently,Sales,26,4,1,684,Female,Sales Executive,1,Married,4286,Y,14,3,4,80,5,3,1,0,0
26,No,Travel_Rarely,Research & Development,6,3,1,686,Female,Laboratory Technician,4,Married,2659,Y,13,3,3,80,3,3,3,0,2
37,No,Travel_Rarely,Research & Development,3,3,1,689,Male,Manufacturing Director,3,Married,9434,Y,15,3,3,80,10,3,10,7,8
29,No,Travel_Rarely,Sales,3,2,1,690,Female,Sales Executive,3,Married,5561,Y,14,3,1,80,6,2,6,1,2
35,No,Travel_Rarely,Research & Development,6,4,1,691,Male,Research Scientist,4,Single,6646,Y,13,3,2,80,17,3,17,11,8
33,No,Travel_Frequently,Research & Development,6,3,1,692,Male,Healthcare Representative,4,Divorced,7725,Y,23,4,3,80,15,1,13,4,7
54,No,Travel_Rarely,Human Resources,19,4,1,698,Male,Human Resources,2,Married,10725,Y,15,3,3,80,16,4,9,7,1
36,No,Travel_Rarely,Research & Development,9,2,1,699,Male,Manufacturing Director,2,Divorced,8847,Y,11,3,3,80,13,3,3,0,2
27,No,Travel_Rarely,Research & Development,3,4,1,700,Male,Research Scientist,4,Single,2045,Y,13,3,4,80,5,3,4,1,1
20,Yes,Travel_Rarely,Research & Development,10,1,1,701,Male,Research Scientist,3,Single,1009,Y,11,3,4,80,1,3,1,1,1
33,Yes,Travel_Frequently,Research & Development,3,3,1,702,Male,Research Scientist,1,Single,3348,Y,11,3,1,80,10,3,10,9,7
35,No,Non-Travel,Research & Development,3,3,1,704,Male,Laboratory Technician,3,Married,1281,Y,18,3,3,80,1,3,1,0,0
23,No,Travel_Rarely,Research & Development,4,3,1,705,Male,Research Scientist,1,Married,2819,Y,16,3,1,80,5,4,3,0,2
25,No,Travel_Rarely,Sales,8,3,1,707,Male,Sales Executive,2,Married,4851,Y,22,4,3,80,4,3,3,1,2
38,No,Travel_Rarely,Sales,7,4,1,709,Female,Sales Executive,4,Single,4028,Y,20,4,1,80,8,3,7,0,5
29,No,Travel_Frequently,Research & Development,1,4,1,710,Male,Research Scientist,4,Divorced,2720,Y,18,3,4,80,10,3,10,2,8
48,No,Travel_Rarely,Sales,2,1,1,712,Male,Sales Executive,2,Married,8120,Y,12,3,4,80,12,3,2,2,2
27,No,Travel_Frequently,Sales,3,1,1,714,Female,Sales Executive,4,Divorced,4647,Y,20,4,2,80,6,3,6,0,4
37,No,Travel_Rarely,Research & Development,10,2,1,715,Male,Research Scientist,4,Single,4680,Y,17,3,1,80,4,3,1,0,0
50,No,Travel_Rarely,Research & Development,28,1,1,716,Male,Laboratory Technician,3,Married,3221,Y,11,3,3,80,20,3,20,3,8
34,No,Travel_Rarely,Research & Development,9,3,1,717,Female,Healthcare Representative,2,Single,8621,Y,14,3,2,80,9,4,8,7,7
24,Yes,Travel_Rarely,Sales,3,2,1,720,Female,Sales Executive,3,Single,4577,Y,14,3,1,80,4,3,2,2,0
39,No,Travel_Rarely,Research & Development,2,4,1,721,Female,Healthcare Representative,3,Single,4553,Y,11,3,1,80,20,3,20,11,10
32,No,Travel_Rarely,Sales,10,3,1,722,Male,Sales Executive,4,Single,5396,Y,12,3,4,80,10,2,10,0,8
50,Yes,Travel_Frequently,Sales,8,2,1,723,Male,Sales Executive,3,Married,6796,Y,14,3,1,80,18,3,4,1,3
38,No,Travel_Rarely,Research & Development,1,4,1,724,Female,Healthcare Representative,4,Single,7625,Y,13,3,3,80,10,2,9,1,8
27,No,Travel_Rarely,Research & Development,1,2,1,725,Female,Manufacturing Director,1,Married,7412,Y,11,3,4,80,9,3,9,0,7
32,No,Travel_Rarely,Research & Development,3,2,1,727,Female,Research Director,4,Single,11159,Y,15,3,4,80,10,3,7,7,7
47,No,Travel_Rarely,Sales,14,4,1,728,Male,Sales Executive,1,Single,4960,Y,12,3,4,80,20,3,7,1,7
40,No,Travel_Frequently,Sales,5,4,1,729,Male,Sales Executive,1,Married,10475,Y,21,4,3,80,20,3,18,1,12
53,No,Travel_Rarely,Research & Development,7,3,1,730,Male,Research Director,3,Married,14814,Y,19,3,3,80,32,3,5,1,3
41,No,Travel_Rarely,Human Resources,10,4,1,731,Male,Manager,4,Divorced,19141,Y,15,3,2,80,23,2,21,12,6
60,No,Travel_Rarely,Sales,16,4,1,732,Male,Sales Executive,1,Single,5405,Y,14,3,4,80,10,3,2,2,2
27,No,Travel_Frequently,Research & Development,10,2,1,733,Male,Manufacturing Director,1,Divorced,8793,Y,21,4,3,80,9,2,9,1,7
41,No,Travel_Rarely,Human Resources,1,3,1,734,Male,Manager,3,Married,19189,Y,12,3,2,80,22,3,22,2,10
50,No,Travel_Rarely,Sales,8,4,1,738,Male,Sales Representative,2,Married,3875,Y,15,3,4,80,4,3,2,2,2
28,Yes,Travel_Rarely,Research & Development,1,2,1,741,Female,Research Scientist,2,Single,2216,Y,13,3,4,80,10,3,7,3,7
36,No,Non-Travel,Research & Development,8,3,1,742,Female,Research Director,1,Married,11713,Y,14,3,1,80,10,3,8,0,5
38,No,Travel_Rarely,Research & Development,1,3,1,743,Female,Manufacturing Director,3,Single,7861,Y,14,3,4,80,10,4,1,0,0
44,No,Non-Travel,Research & Development,24,3,1,744,Male,Laboratory Technician,3,Single,3708,Y,14,3,3,80,9,3,5,1,4
47,No,Travel_Frequently,Sales,3,3,1,746,Female,Sales Executive,3,Divorced,13770,Y,12,3,4,80,28,2,22,11,13
30,No,Travel_Rarely,Sales,27,5,1,747,Male,Sales Executive,4,Divorced,5304,Y,23,4,4,80,10,2,8,7,7
29,No,Travel_Rarely,Sales,10,3,1,749,Male,Sales Representative,3,Single,2642,Y,11,3,3,80,1,3,1,0,0
42,Yes,Travel_Frequently,Research & Development,19,3,1,752,Male,Research Scientist,3,Divorced,2759,Y,12,3,4,80,7,3,2,2,2
43,No,Travel_Frequently,Sales,15,3,1,754,Male,Sales Executive,4,Married,6804,Y,18,3,3,80,7,3,2,2,2
34,No,Travel_Rarely,Research & Development,8,2,1,757,Female,Healthcare Representative,3,Single,6142,Y,11,3,4,80,10,3,5,4,3
23,No,Travel_Rarely,Research & Development,9,1,1,758,Male,Laboratory Technician,1,Married,2500,Y,14,3,4,80,5,4,4,0,2
39,No,Travel_Rarely,Human Resources,3,3,1,760,Female,Human Resources,2,Married,6389,Y,15,3,3,80,12,1,8,3,6
56,No,Travel_Rarely,Research & Development,9,3,1,762,Male,Healthcare Representative,4,Married,11103,Y,11,3,3,80,30,2,10,1,1
40,No,Travel_Rarely,Research & Development,2,1,1,763,Female,Research Scientist,4,Single,2342,Y,20,4,4,80,5,2,4,2,3
27,No,Travel_Rarely,Research & Development,7,3,1,764,Female,Healthcare Representative,1,Single,6811,Y,19,3,1,80,9,1,7,0,7
29,No,Travel_Rarely,Sales,10,3,1,766,Male,Sales Representative,2,Divorced,2297,Y,14,3,4,80,2,3,2,2,2
53,No,Travel_Rarely,Research & Development,6,3,1,769,Male,Laboratory Technician,4,Single,2450,Y,17,3,4,80,19,3,2,2,2
35,No,Non-Travel,Research & Development,2,4,1,771,Female,Healthcare Representative,1,Divorced,5093,Y,11,3,1,80,16,4,1,0,0
32,No,Travel_Frequently,Research & Development,24,4,1,772,Male,Laboratory Technician,4,Married,5309,Y,15,3,4,80,10,3,10,4,7
38,No,Travel_Rarely,Research & Development,2,5,1,773,Male,Research Scientist,3,Married,3057,Y,13,3,2,80,6,1,1,0,1
34,No,Travel_Rarely,Research & Development,8,5,1,775,Female,Manufacturing Director,1,Divorced,5121,Y,14,3,3,80,7,3,0,0,0
52,No,Travel_Rarely,Sales,3,4,1,776,Male,Manager,1,Married,16856,Y,11,3,1,80,34,4,34,1,16
33,Yes,Travel_Rarely,Research & Development,1,4,1,780,Male,Research Scientist,4,Single,2686,Y,13,3,3,80,10,2,10,7,8
25,No,Travel_Rarely,Sales,26,1,1,781,Female,Sales Executive,4,Single,6180,Y,23,4,2,80,6,2,6,1,4
45,No,Travel_Rarely,Sales,2,2,1,783,Male,Sales Representative,3,Single,6632,Y,13,3,1,80,9,3,8,3,1
23,No,Travel_Rarely,Research & Development,10,1,1,784,Male,Research Scientist,3,Single,3505,Y,18,3,4,80,2,3,2,0,2
47,Yes,Travel_Frequently,Sales,27,2,1,785,Female,Sales Executive,3,Single,6397,Y,12,3,4,80,8,3,5,1,3
34,No,Travel_Rarely,Sales,2,3,1,786,Male,Sales Executive,4,Single,6274,Y,22,4,3,80,6,3,6,1,4
55,Yes,Travel_Rarely,Research & Development,2,3,1,787,Male,Manager,1,Married,19859,Y,13,3,4,80,24,3,5,1,4
36,No,Non-Travel,Sales,8,4,1,789,Male,Sales Executive,1,Single,7587,Y,15,3,2,80,10,3,10,0,9
52,No,Non-Travel,Research & Development,19,4,1,791,Male,Research Scientist,4,Married,4258,Y,18,3,1,80,5,3,4,1,2
26,No,Travel_Frequently,Research & Development,1,2,1,792,Female,Laboratory Technician,4,Divorced,4364,Y,14,3,1,80,5,3,2,2,0
29,No,Travel_Rarely,Research & Development,27,3,1,793,Female,Healthcare Representative,3,Married,4335,Y,12,3,1,80,11,2,8,1,1
26,Yes,Travel_Rarely,Sales,8,3,1,796,Male,Sales Executive,1,Single,5326,Y,17,3,3,80,6,2,4,1,2
34,No,Travel_Rarely,Research & Development,1,4,1,797,Female,Research Scientist,4,Single,3280,Y,16,3,3,80,10,3,4,1,3
54,No,Travel_Rarely,Research & Development,19,4,1,799,Female,Manufacturing Director,1,Divorced,5485,Y,11,3,2,80,9,3,5,1,4
27,No,Travel_Frequently,Sales,8,1,1,800,Male,Sales Executive,4,Married,4342,Y,19,3,2,80,5,3,4,1,1
37,No,Travel_Rarely,Research & Development,10,1,1,802,Female,Research Scientist,1,Divorced,2782,Y,13,3,2,80,6,2,5,4,3
38,No,Travel_Frequently,Research & Development,2,4,1,803,Female,Manufacturing Director,1,Single,5980,Y,12,3,4,80,17,3,15,4,12
34,No,Travel_Rarely,Research & Development,2,4,1,804,Female,Research Scientist,1,Single,4381,Y,11,3,3,80,6,3,6,1,3
35,No,Travel_Rarely,Sales,8,4,1,805,Female,Sales Representative,4,Married,2572,Y,16,3,2,80,3,2,3,0,2
30,No,Travel_Rarely,Research & Development,1,3,1,806,Male,Laboratory Technician,3,Married,3833,Y,21,4,3,80,7,3,2,0,2
40,No,Travel_Frequently,Research & Development,2,2,1,807,Female,Healthcare Representative,2,Married,4244,Y,24,4,4,80,8,3,8,3,7
34,No,Travel_Rarely,Sales,8,2,1,808,Female,Sales Executive,1,Married,6500,Y,17,3,2,80,6,3,3,1,2
42,No,Travel_Frequently,Research & Development,8,3,1,809,Male,Manager,4,Divorced,18430,Y,13,3,2,80,24,2,24,14,9
23,Yes,Travel_Rarely,Research & Development,6,3,1,811,Male,Laboratory Technician,1,Married,1601,Y,21,4,3,80,1,3,0,0,0
24,No,Non-Travel,Research & Development,9,3,1,812,Male,Laboratory Technician,2,Divorced,2694,Y,11,3,3,80,1,3,1,0,0
52,No,Travel_Rarely,Research & Development,11,4,1,813,Female,Laboratory Technician,3,Married,3149,Y,20,4,2,80,9,3,5,1,4
50,No,Travel_Rarely,Research & Development,2,3,1,815,Male,Research Director,3,Married,17639,Y,16,3,4,80,30,3,4,0,3
29,Yes,Travel_Rarely,Research & Development,1,2,1,816,Female,Laboratory Technician,1,Married,2319,Y,11,3,4,80,1,3,1,0,0
33,No,Travel_Rarely,Research & Development,7,3,1,817,Male,Research Director,3,Married,11691,Y,11,3,4,80,14,4,13,3,7
33,Yes,Travel_Rarely,Sales,16,3,1,819,Female,Sales Executive,1,Single,5324,Y,15,3,3,80,6,3,3,0,2
47,No,Travel_Rarely,Research & Development,2,2,1,820,Female,Manager,4,Married,16752,Y,11,3,3,80,26,2,26,3,0
36,No,Travel_Rarely,Research & Development,1,3,1,823,Female,Manufacturing Director,2,Married,5228,Y,15,3,1,80,10,3,9,0,5
29,No,Travel_Rarely,Research & Development,23,2,1,824,Male,Research Scientist,3,Married,2700,Y,24,4,3,80,10,3,10,0,7
58,Yes,Travel_Rarely,Research & Development,2,4,1,825,Male,Research Director,2,Single,19246,Y,12,3,4,80,40,3,31,13,8
35,No,Travel_Rarely,Research & Development,1,4,1,826,Female,Research Scientist,3,Single,2506,Y,13,3,3,80,7,3,2,2,2
42,No,Travel_Rarely,Research & Development,1,2,1,827,Female,Manufacturing Director,4,Married,6062,Y,13,3,4,80,8,3,4,0,2
28,Yes,Travel_Rarely,Research & Development,2,4,1,828,Male,Research Scientist,3,Single,4382,Y,17,3,4,80,5,2,2,2,1
36,No,Travel_Rarely,Human Resources,13,3,1,829,Male,Human Resources,2,Married,2143,Y,13,3,2,80,8,3,5,0,4
32,No,Travel_Rarely,Research & Development,4,3,1,830,Female,Manufacturing Director,3,Married,6162,Y,12,3,3,80,14,3,14,6,8
40,No,Travel_Frequently,Research & Development,16,4,1,832,Male,Laboratory Technician,3,Single,5094,Y,14,3,4,80,10,3,1,0,0
30,No,Travel_Rarely,Research & Development,2,3,1,833,Female,Manufacturing Director,4,Single,6877,Y,24,4,2,80,12,2,0,0,0
45,No,Travel_Rarely,Research & Development,2,3,1,834,Female,Research Scientist,3,Single,2274,Y,14,3,4,80,1,3,1,0,0
42,No,Travel_Rarely,Research & Development,29,3,1,836,Male,Manufacturing Director,2,Married,4434,Y,13,3,4,80,10,2,9,7,8
38,No,Travel_Frequently,Research & Development,12,3,1,837,Male,Healthcare Representative,1,Divorced,6288,Y,15,3,3,80,13,2,4,1,2
34,No,Travel_Frequently,Research & Development,16,4,1,838,Female,Research Scientist,4,Single,2553,Y,16,3,3,80,6,3,5,1,3
49,Yes,Travel_Rarely,Sales,11,3,1,840,Female,Sales Executive,4,Married,7654,Y,18,3,1,80,9,4,9,7,7
55,Yes,Travel_Rarely,Sales,2,1,1,842,Male,Sales Executive,4,Single,5160,Y,16,3,3,80,12,2,9,7,3
43,No,Travel_Rarely,Research & Development,14,2,1,843,Male,Research Director,1,Married,17159,Y,24,4,3,80,22,3,4,1,0
27,No,Travel_Rarely,Research & Development,5,1,1,844,Male,Research Director,4,Divorced,12808,Y,16,3,2,80,9,3,9,0,8
35,No,Travel_Rarely,Research & Development,7,3,1,845,Male,Manufacturing Director,3,Single,10221,Y,21,4,2,80,17,4,8,1,6
28,No,Travel_Rarely,Sales,2,4,1,846,Female,Sales Executive,2,Married,4779,Y,20,4,1,80,8,3,8,7,5
34,No,Travel_Rarely,Human Resources,3,2,1,847,Male,Human Resources,4,Married,3737,Y,19,3,3,80,4,1,3,0,2
26,Yes,Travel_Frequently,Research & Development,5,2,1,848,Female,Research Scientist,3,Married,2366,Y,14,3,1,80,8,3,8,1,7
27,No,Non-Travel,Research & Development,3,3,1,850,Male,Research Scientist,4,Married,1706,Y,11,3,3,80,0,2,0,0,0
51,No,Travel_Rarely,Sales,26,4,1,851,Female,Manager,3,Married,16307,Y,14,3,3,80,29,2,20,4,17
44,No,Travel_Rarely,Research & Development,4,3,1,852,Male,Healthcare Representative,2,Single,5933,Y,12,3,4,80,10,2,5,2,3
25,No,Travel_Rarely,Research & Development,2,1,1,854,Male,Research Scientist,1,Single,3424,Y,13,3,3,80,6,2,4,0,1
33,No,Travel_Rarely,Sales,1,3,1,855,Male,Sales Executive,1,Divorced,4037,Y,22,4,1,80,9,3,9,0,8
35,No,Travel_Rarely,Research & Development,27,1,1,856,Female,Research Scientist,1,Single,2559,Y,11,3,4,80,6,2,6,1,1
